ID;leftContext;node;rightContext;truth
54;heroden . On ðam ylcan dæge com sum bisceop Helenus gehaten , haliges lifes , mid mycelre meniu anmodlice singende , Uia iustorum recta facta est , et iter sanctorum preparata est : þæt is , þæra rihtwisra wæg is gerihtlæced , and þæra halgena siðfæt is gegearcod . Þes;bisceop;worhta fæla wundra þuruh God , and him wearð geswutelod on swæfne be þysum , and eall þæs mædenes mod him wearð ameldod . Ða gespræc þæt mæden sumne messepreost , Eutropius gehaten , þæt he hyre ærende abude þam bisceope þysum wordum geornlice , we ðry gebroðra wyllað gecyrran;
55;"hi noldon awritan his weorc and drohtnunge þam towerdum mannum ðe his mihte ne cuðon ; ac God hæfð swa þeah his lif geswutelod , mid swutelum wundrum and syllicum tacnum . Ðes Swyðun wæs bisceop on Winceastre , swa þeah ofer Hamtunscire , gesælig Godes þeowa , and eahta";bisceopas;wæron betwux him and Sancte Aðelwolde . Nu næs us his lif cuð swa swa we ær cwædon , butan þæt he wæs bebyrged æt his bisceopstole be westan þære cyrcan and oferworht syððan , oþþæt his wundra geswutelodon his gesælða mid Gode . Þrym gearum ærðan þe se sanct;
56;him ealle asæde be his godes geancyme , and be his modes smeaunge , and feoll to his fotum , fulluhtes biddende , and þæt he hine betæhte þam heofonlican Gode , þurh þæs mihte þe he afligde þæra hæþenra godas . He bæd þa swa lange mid geleafan þone;bisceop;"þæt he hine cristnode ; and he clænlice lyfode syððan of þam dæge on swiðlicre forhæfdnysse , and ealle woruldþing forlet , and wunode mid þam bisceope . He wearð þa gefullod , and swa fullfremedlice þeah on halgum mægnum , mid micclum geleafan , and on Godes lare ,";
57;him gesæd wæs . Ða com se gerefa and hine acwællan ne dorste on þæs folces gewytnysse for heora freondrædene , ac asende sume þe sædon þæt hi wæran on Criste gelyfede , ac hi lugon swa þeah . Ða eoden to cyrcean mid swiðlicum facne , and ðone mæran;biscop;on his gebædum ofslogan . Ac he wunade swa ðeah on þam wundum cucu geond þreora daga fæc and gefrefrode þa cristenan , and swa mid martyrdome siþþan gewat to ðam lifigendan Drihtne þe he on life wurðode . Eugenia hæfde ær þan asteald mynecena mynster mid mycelre gehealdsumnysse ,;
58;hine dydon to cwale , and het his folgeras þæt hi for heora fyondum gebædon . Eac cwæð Paulus se apostol to eallum cristenum mannum , gif ðinum fynd hingrige fed hine mid mettum , oððe gif him þyrste ðu do him drincan . Þa cwæð se bedryda to ðam;bisceope;eft , La leof , sege me hwæt þu sy manna , nu ðu manna heortan miht swa asmeagen . Þa cwæð se halga Swyðun , ic eom se þe seþe nu niwan com , swylce he cwæde swa , ic wæs geswutelod nu niwan . Þa cwæð se bædryda;
59;his discipulum : qui uos audit me audit , et qui uos spernit me spernit . Ðæt is on urum gereorde , se þe eow gehyrð , he gehyrð me þurh ða gehyrsumnysse , and se þe eow forsihð , he forsyhð me . Hi forsawon Moysen and þone mæron;bisceop;, Aaron his broðor , mid bysmorlicum hospe , ac God sylf gewræc heora forsewennysse , for þan ðe hi God tældon þa ða hi tældon hi . Swa deð ælc þæra manna þe his ealdor forsyhð , þe byð Godes speligend on gastlicere lare , on þam ealdorscype þe;
60;"his tocyme of his anlicnysse aweg . Se ylca Gregorius wolde Gode aræran halig mynsterlif gehende anre ea ; ac þær wæs to gehende swiðe heah clif onemn , and wæs se stede myrige to þam mynsterlife , gif he rumra wære to þam Godes weorce . Ða mearcode se";bisceop;"on þam munte þone dæl þe he habban wolde to þæs weorces rymette , and bæd þa þone ælmihtigan , þe mæg þæt he wile , þæt he ahofe þone munt be his mearcunge , þæt he mihte macian his mynster on þam rymette ; and God þa sona asceaf";
61;hwær is þin dædbot æfter swylcere unrihtwisnysse ? Oððe hu hæfst ðu gehæled þa micclan wunda þinre manfullan dæde ? Þa cwæð Theodosius , þu scealt me tæcan þone gastlican læcedom , and to Gode me þingian , and ic sceal underfon æt þe þa bote . Hwæt þa se;biscop;"hym bote þæs tæhte , and het hyne warnian eft wið swylce dæde , and hyne unband þa fram hys synna bendum and lyfde him ingang into Godes huse ; and se casere gehyrsumode eallum hys hæsum mid micelre eadmodnysse , and eode innto cyrcan , læg on þære flore";
62;"ic durre tobrecan Drihtnes gesetnysse , ne ic nelle inn gan into Godes huse ; ac ic bidde þe georne þæt ðu unbindan sceole mine swaran bendas , and gebide for me þæt God me geopenige hys huses inngang , þone þe he geopenade eallum behreowsiendum . Ða cwæð se";biscop;hym to , hwær is þin dædbot æfter swylcere unrihtwisnysse ? Oððe hu hæfst ðu gehæled þa micclan wunda þinre manfullan dæde ? Þa cwæð Theodosius , þu scealt me tæcan þone gastlican læcedom , and to Gode me þingian , and ic sceal underfon æt þe þa bote .;
63;La leof , sege me hwæt þu sy manna , nu ðu manna heortan miht swa asmeagen . Þa cwæð se halga Swyðun , ic eom se þe seþe nu niwan com , swylce he cwæde swa , ic wæs geswutelod nu niwan . Þa cwæð se bædryda to ðam;bisceope;eft , hu eart ðu gehaten ? And se halga him cwæð to , þonne ðu cymst to Winceastre , þu wast minne naman . Se man wearð þa gebroht to his bedde eft sona , and awoc of slæpe , and sæde his wife ealle ða gesihðe þe he;
64;leode , and gelome heom mæssode , and mæssepreostas gehadode , and diaconas , and clericas , and dæghwamlice mid him Godes lof gefylde mid gastlicum sangum . On ðære byrig wæs sum þegn Bonifacius gehaten , se wearð færlice dumb , and his wif þa asende to þam halgan;bisceope;, and bæd his geneosunge . Efne ða se bisceop eode to his huse , and an wifman wæs ðær wod on his huse , and se deofol clypode and cwæð þurh þone wodan to ðam halgan bisceope , ic gedo þæt man gebint ðe , handum and fotum ,;
65;menn , ærðan þe he of ðære byrgene up genumen wære , wundorlice þurh God . Eadgar cyning þa æfter ðysum tacnum wolde þæt se halga wer wurde up gedon , and spræc hit to Aðelwolde þam arwurðan bisceope , þæt he hine up adyde mid arwurðnysse . Þa se;bisceop;Aðelwold mid abbodum and munecum , dyde up þone sanct mid sange wurðlice , and bæron into cyrcan , Sancte Petres huse . Þær he stend mid wurðmynte and wundra gefremað . Þær wurdon gehælede þurh ðone halgan wer feower wanhale menn binnan ðrym dagum , and geond fif monþas;
66;"mynster . Ða wæron twegen gebroðra , welige on life , and hæfdon ænne fixnoð on anum bradum mere , heom bam gemæne , to micelre tilunge ; ac þær wurdon oft æt þam wæterscipe mænigfealde ceastu and manslihtas , and micele gefeoht for ðan fixnoðe . Hwæt ða se";bisceop;"wearð geunblissod for ðam blodes gyte , and abæd þa æt Gode þæt he worhte þæne wæterscipe to wynsumum eorðlande ; and þæt wæter sona gewende of ðam fixnoþe , and wæs se mere awend to widgillum felda , swa þæt man erode ealne þone fixnoð , and þær corn";
67;mæssodon næfre , ac hi offrodon nytenu on heora lacum Gode . Ne husel næs gehalgod ærþam ðe se hælend com , and þa niwan gecyðnysse mid cristendome arærde , and geceas þa clænan to his clænum þeowdome , na to nytena offrunge ac to his agenum lichaman . And;bisceopas;ne beoð nu be gebyrdum gecorene , ac seo halige gelaðung lufað þa clænan , and Crist wile habban þa þe him clænlice þeniað æt þam liflicum lacum his lichaman and blodes . We sceoldan secgan be þære snoteran Petronellan , þæs eadigan Petres dehter , ac us bearn þis;
68;ne geswac oððæt Cornelius , þæra cristenra biscop , hi dearnunga gefullode fram eallum fulnyssum . Þa wurdon gelome þa leofan mædenu Eugenia and Basilla , and eac se biscop , on sunderspræce swiðe gebysgode , and digellice on nihtum hi symble geneosodon and hæfdon heora gerihtu mid þam halgen;biscope;. Þurh ðas twa mædena manega oðre becoman to Cristes geleafan , and to clænre drohtnunge . Ðurh Claudian becoman eac clæne wudewan mid godum wyllan to Godes geleafan . And fæla cnihta on Crist gelyfden þurh ða twægen halgan Protum et Iacinctum . Basilla hæfde enne hæðene wogere ,;
69;of þære leode on God ma ðonne fif hund manna , micclum þancigende Gode and þam halgan were , þurh þone þe hi wurdon onlihte . Rufus wæs gehaten sum hæðen mundbora þe ða burh bewiste , ða wearð his dohtor seoc . Þa sende se fæder sona to ðam;bisceope;, and sona swa he þyder com swa sawlode þæt mæden . Hi weopon ða ealle ðe þærinne wæron , and se halga wer cwæð to hire fæder ðus , Ongin nu wel , Rufe , and behat me mid aðe , gif ðin dohtor nu hal bið , þæt;
70;on þam witum geandette þæs hælendes naman , and sum hæðen mann þe him swyðost onwann awedde ðærrihte , and his lif geendode yfelum deaðe . Þa woldon þa cristenan bewerian þone halgan , and ofslogon þæra hæðenra sume twa hund manna . Se dema þa het lædan þone geleaffullan;bisceop;"into blindum cwearterne , and on bendum healdan , and him ætes forwyrnan þæt he swa ateorode ; ac Godes engel com to þam Godes men nihtes , and hine gereordode and mid his ræde gehyrte eallum onlocigendum , þe ðær on ymbhwyrfte wæron . Hwæt ða on þone feorðan";
71;"oþþæt hi him tocomon . Ða gedyde se dema swa swa se deofol gebeotode , het hi ealle forbærnan on swiðe bradum fyre ; ac þa ban belifon æfter þam bærnette , þa awurpon þa hæðenan into ðam widgillum streame . Þis wearð geswutelod sona æfter þrym dagum sumum halgan";bisceope;on þære ylcan byrig . Him comon to on swæfne þa soðan Godes halgan , and sædon hwær heora ban þa gebrohte wæron . Hwæt þa se bisceop of his bedde aras , and ferde mid his preostum to ðam flode nihtes . Þa scinon ða ban swa beorhte swa;
72;se gehæleda his hæðenscype him fram , and gelyfde on ðone hælend , and mid geleafan wearð gefullod . Hit gelamp þa æfter fyrste þæt þa ungeleaffullan hæðenan gebundon þone bisceop , and to ðære byrig Rauenna geleddon on bendum , and beoton hine wodlice . Ða gebæd hine se;bisceop;bealdlice to Gode , and heora deofolgild wearð towend , and heora templ toworpen . Þa gesawon ða hæðenan þæs halgan weres mihte , and clypodon mid gehlyde , be ðam geleaffullan were , Beo se ealda arleasa ardlice ofslagen , þurh þone synd toworpene ða wuldorfullan godas . Þa;
73;"se ylca Taurus to þam arwurðan were , Ic hæbbe ænne sunu þe ne geseah næfre dæges leoht . Gedo þæt he geseo on þines Drihtnes naman , and we sona gelyfað þæt he is soðlice God ; elles we ðe forbærnað for ðinum deopum gyltum . Ða cwæð se";bisceop;"him to , Cume se blinda to me . Þa com se blinda him to , and he cwæð mid geleafan , On þæs hælendes naman geopena þin eagan and geseoh þurh hine ; and he sona wearð hal beorhte locigende , se ðe seðe blind wæs geboren . Hi";
74;secge , þære næddran sunu , for þam ðe seo moder ofsloh ær þane fæder , and þonne ofsleað þa bearn eft þa moder . Saga me hwilc bisceop wære ærest on þare ealdan æ ær Cristes tokyme . Ic þe secge , Melchisedech and Aaron . Saga me hwilc;bisceop;wære on þære niwan æ . Ic þe secge , Petrus and Iacobus . Saga me hwilc man witegode ærest . Ic þe secge , Samuel . Saga me hwa wrat bocstafas ærest . Ic þe secge , Mercurius se gigant . Saga me hwa sette ærest wineardas of þe;
75;secge þæt he geopenige him sylf mine byrgene , and mine ban gebringe binnan ðære cyrcan , forðan þe him is getiþod þæt ic on his timan beo mannum geswutelod . And se smið him cwæð to , La leof , Eadzige nele gelyfan minum wordum . Ða cwæð se;bisceop;eft , Gange him to minre byrgene , and ateo ane hringan up of ðære þryh , and gif seo hringe him folgað æt þam forman tige , þonne wat he to soðan þæt ic þe sende to him . Gif seo hringe nele up þurh his anes tige þonne;
76;sumne messepreost , Eutropius gehaten , þæt he hyre ærende abude þam bisceope þysum wordum geornlice , we ðry gebroðra wyllað gecyrran fram þam fulan hæðenscype to hælende Criste , and we nellað nateshwon us næfre totweman . Þa þæs on mergen se mæssepreost abead þæs mædenes word þam mæron;bisceope;. Þa het se bisceop hi gelangian , mycclum þanciende þam ælmihtigan Gode þæt he wolde him onwreon þæs mædenes wyllan . He genam hi þa onsundron and sæde hyre gewislice hwæt heo man ne wæs , and hwylcere mægþe , and þæt heo þurh mægðhad mycclum gelicode þam heofonlican;
77;swa he sylf behet . Æðeldryð wolde ða ealle woruldþincg forlætan , and bæd georne þone cynincg þæt heo Criste moste þeowian , on mynsterlicre drohtnunge swa hire mod hire tospeon . Þa lyfde hire se cynincg þeah þe hit embe lang wære þæs þe heo gewilnode , and Wilfrid;bisceop;þa hi gehadode to mynecene , and heo syððan on mynstre wunode sume twelf monað swa , and heo syððan wearð gehadod eft to abudissan on Elig mynstre , ofer manega mynecena , and heo hi modorlice heold mid godum gebysnungum to þam gastlican life . Be hire is awrytan;
78;"swa hwæt swa he gecwyð , hit becymð and gewyrð . Micel bið seo ben þæt se munt aweg fare of his agenum stede þurh ænigne mannan ; ac we magon eow secgan þæt hit soðlice gewearð þurh ænne haligne wer , swa swa we her secgað : Sum halig";bisceop;wæs gehaten Gregorius , swiðe micel lareow on micclum geþingðum , be þam ic sæde hwilon , on sumum oþrum spelle , hu he þone hæþenan god , þe nane godcundnysse næfde , adræfde mid his tocyme of his anlicnysse aweg . Se ylca Gregorius wolde Gode aræran halig mynsterlif;
79;swefne wundorlice geglencged to sumum godan menn and cwæð , Gang nu to ealdan mynstre , and þam munecum sege þæt Gode swyðe oflicað heora ceorung and slæwð , þæt hi dæghwamlice geseoð Drihtnes wundra mid him , and hi nellað herian þone hælend mid sange , swa swa se;bisceop;"bebead þam gebroðrum to donne , and sege gif hi nellað þone sang gelæstan , þonne geswicað eac sona ða wundra , and gif hi þone lofsang willað æt þam wundrum singan , swa oft swa wanhale menn þær wurðað gerihte ; þonne wurðaþ mid him wundra swa fela ,";
80;Swyðunes byrgene his lichaman hæle , and þære alefednysse . He aras ða on mergen micclum fægnigende , and mid twam criccum creap him to Wynceastre , and gesohte ðone sanct swa swa him gesæd wæs , biddende his hæle gebigdum cneowum . He wearð þa gehæled þurh þone halgan;bisceop;, swa þæt næs gesyne syððan on his hricge hwær se hofor stode þe hine gehefegode oð þæt oðþæt . Þa nyston þa munecas be ðam mæran halgan , and wendon þæt sum oðer halga gehælde þone mann , ac se ceorl sæde þæt Swyðun hine gehælde , forðan þe;
81;to Eadgare , hwilon anes dæges eahta cyningas , and hi ealle gebugon to Eadgares wissunge . Þærtoeacan wæron swilce wundra gefremode þurh þone halgan Swyðun , swa swa we sædon ær , and swa lange swa we leofodon þær wurdon gelome wundra . On ðam timan wæron eac wurðfulle;bisceopas;", Dunstan se anræda æt ðam ercestole , and Aþelwold se arwurða , and oðre gehwylce ; ac Dunstan and Aþelwold wæron Drihtne gecorene , and hi swyðost manodon menn to Godes willan , and ælc god arærdon Gode to cwemednysse , þæt geswuteliað þa wundra þe God wyrcð þurh";
82;"to his huse , and an wifman wæs ðær wod on his huse , and se deofol clypode and cwæð þurh þone wodan to ðam halgan bisceope , ic gedo þæt man gebint ðe , handum and fotum , and heonon ðe swa tihð of þysre byrig ; and se";bisceop;andwyrde , Adumba ðu deofol , and of hire gewit , and ne spræc þu næfre eft þurh ænigne mann . Þa gewat se deofol of ðam wodan sona , and se bisceop eode þær Bonifacius læg , dumb on his bedde , and gebæd for hine ðus , Drihten;
83;to ðam flode nihtes . Þa scinon ða ban swa beorhte swa steorran on þam wætere , and hi ðæs wundrodon . Ealle hi becoman to anre dypan , and næs forloren naht on þam flode , and þæt leoht geswutelode swa hwær swa hi lagon . Þa gebrohte se;bisceop;ealle þa halgan ban on gelimplicum scrynum , and gelogode hi up on geleaffulre cyrcan to lofe þam ælmihtigan , ðam sy wuldor and wurðmynt on ealra worulda woruld . AMEN . Hwæt losað æfre þam ælmihtigan Gode ? Gif hwylc ungesælig mann his scyppend bið ungehyrsum , and nele;
84;wearð færlice dumb , and his wif þa asende to þam halgan bisceope , and bæd his geneosunge . Efne ða se bisceop eode to his huse , and an wifman wæs ðær wod on his huse , and se deofol clypode and cwæð þurh þone wodan to ðam halgan;bisceope;", ic gedo þæt man gebint ðe , handum and fotum , and heonon ðe swa tihð of þysre byrig ; and se bisceop andwyrde , Adumba ðu deofol , and of hire gewit , and ne spræc þu næfre eft þurh ænigne mann . Þa gewat se deofol of";
85;weres sceos , and ðurhþide his hand hetelice swyþe , ac se halga wer hine gehælde sona , and to fulluhte gebigde and fela oðre mid him . Anianus wæs gehaten se ylca sutere , and he geþeah swa for Gode , þæt se godspellere hine gesette þam folce to;bisceope;þære burhscire . He gehadode eac þa ðry messepreostas , and seofon diaconas and endleofan clericas . Þa syrwdon ða hæðenan and hine beswican woldon , forþan þe he awende heora gewunelican ðeawas , and heora goda offrunga mid ealle adwæscte . Þa ferde se godspellere fram ðære byrig ,;
86;Withlande , and he wearð gehæled sona þurh þone ælmihtigan God , for Swyðunes geearnungum , and eode him ða ham hal on his fotum , se ðe seðe ær wæs geboren on bære to cyrcan . He ferde eac siððan to Winceastre forraðe , and cydde Aðelwolde þam arwurþan;bisceope;, hu he wearð gehæled þurh þone halgan Swiþun , and Landferð se ofersæwisca hit gesette on Læden . Nu is to witenne þæt we ne sceolan cepan ealles to swyðe be swefnum , forðan þe hi ealle ne beoð of Gode . Sume swefna syndon soðlice of Gode ,;
87;wæs þær onscunigendlic . Ða sende Eugenia þa twægen halgan , Protum and Iacinctum , to ðam hæðenen mædene . Hwæt þa Basilla mid blysse hi underfæng , and deges and nihtes mid þam deorwurðum halgum Godes lare beeode , and hyre gebæda ne geswac oððæt Cornelius , þæra cristenra;biscop;, hi dearnunga gefullode fram eallum fulnyssum . Þa wurdon gelome þa leofan mædenu Eugenia and Basilla , and eac se biscop , on sunderspræce swiðe gebysgode , and digellice on nihtum hi symble geneosodon and hæfdon heora gerihtu mid þam halgen biscope . Þurh ðas twa mædena manega oðre;
88;yfel ongann , ac him eode se innoð ut æt his forðgange . Manega wæron eac þe myslice dwelodon , oð þæt þa halgan fæderas heora yfel adwæscton , and þone soþan geleafan gesetton ðurh God , swa swa se hælend hine tæhte his halgum apostolum . Þa wæron halige;bisceopas;"gehealtsume on þeawum , and wise mæssepreostas þe wunodon on clænnysse , and manega munecas on mycelre drohtnunge , and clæne mædenu þe Criste þeowodon on gastlicre drohtnunge for heora Drihtnes lufan ; and ða synd nu ealle on þam ecan wuldre for heora clænnysse mid Criste wunigende . Nu";
89;yrmðe , ic geseon ne mæg , and min lyðra latteow forlet me þus ænne . Gemiltsa me , Drihten , þurh ðone mæran Swyðun , and forgif me gesihðe , for ðæs sanctes geearnungum . Eft he clypode þus , and cwæð to ðam halgan , Eala þu milda;bisceop;þe manega wundra of cumað þurh þone lifigendan God , leof , ic þe bidde þæt þu me geþingie to þam mihtigan hælende , ic gelyfe þæt he wille gewislice þe tiðian . He wearð þa gehæled , and hæfde his gesihðe , and ham eode blyðe butan latteowe ana;
90;æfter þam bærnette , þa awurpon þa hæðenan into ðam widgillum streame . Þis wearð geswutelod sona æfter þrym dagum sumum halgan bisceope on þære ylcan byrig . Him comon to on swæfne þa soðan Godes halgan , and sædon hwær heora ban þa gebrohte wæron . Hwæt þa se;bisceop;of his bedde aras , and ferde mid his preostum to ðam flode nihtes . Þa scinon ða ban swa beorhte swa steorran on þam wætere , and hi ðæs wundrodon . Ealle hi becoman to anre dypan , and næs forloren naht on þam flode , and þæt leoht;
91;ætforan Godes getelde , and ontendon þone stor , swa swa man steran sceal , swylce hi mihton hi sylfe gewyrcan Gode to sacerdon , buton he sylf hi gecure , swa swa Aaron wæs , se arwurða bisceop , þone þe God sylf geceas , and gesette him to;bisceope;on þa ealdan wisan æfter Moyses æ . Mid þam þe hi ðus dydon mid dyrstigon anginne , þa ætiwde þær sona gesewenlice Godes wuldor , and God cwæð to Moysen , Gað him fram hraðe . And seo eorðe tobærst under heora fotum , and forswealh Dathan for his;
92;"ðe , handum and fotum , and heonon ðe swa tihð of þysre byrig ; and se bisceop andwyrde , Adumba ðu deofol , and of hire gewit , and ne spræc þu næfre eft þurh ænigne mann . Þa gewat se deofol of ðam wodan sona , and se";bisceop;eode þær Bonifacius læg , dumb on his bedde , and gebæd for hine ðus , Drihten hælend Crist , þu ðe beclysedest þyses mannes muð , þæt he ne moste leng clypian to hæðengildum swylce him to fultume , geopena nu his muð þæt he mærsige þinne naman ,;
93;þa ðær wunode mid him on Rauenna byrig , and bodode geleafan , and manega gefullode ðæs folces meniu . Manega eac befæstan syððan hi gefullode wæron , heora cild to lare þam soðfæstan bydele , and Godes geleafa ðær weox , and wanode se hæðenscype . Hwæt se halga;bisceop;þa on ðære byrig wunode ða twelf gear fullice , and gefullode þa leode , and gelome heom mæssode , and mæssepreostas gehadode , and diaconas , and clericas , and dæghwamlice mid him Godes lof gefylde mid gastlicum sangum . On ðære byrig wæs sum þegn Bonifacius gehaten ,;
94;þam niwan geweorce , com se arwurða Swyðun to sumum gelyfedan smyðe , on swefne æteowiende wurðlice geglencged , and ðas word him cwæð to , Canst þu ðone preost þe is gehaten Eadzige , þe wæs of ealdan mynstre mid ðam oðrum preostum adræfed for heora unþeawum þurh Aðelwold;bisceop;? Se smið þa andwyrde þam arwurðan Swyðune þus , Gefyrn ic hine cuðe , leof , ac he ferde heonon and ic nat to gewissan hwær he wunað nu . Þa cwæð eft se halga wer to ðam ealdan smyðe , Witodlice he wunað nu on Wincelcumbe hamfæst ,;
95;þe gescylt his gecorenan . To hire twam cnihtum he cwæð þæt hi heoldan æþelborennyss on mode , þeah þe hi mannum þeowdon , and cwæð þæt hi Crist gespræce þysum godspellicum wordum , Ne hate ic eow na þeowan , ac ge synd mine freond . Þa bebead se;biscop;þam gebogenan mædene þæt heo swa þurhwunade on þam wærlicum hiwe , oþþæt hi on fante gefullode wurdon , and mynsterlicre drohtnunge dearnunge geþeodde . Eugenia þa wunode on þam mynstre mid wærlicum mode þeah þe heo mæden wære , mid hyre twam cnihtum , uncuð gehwam , And heold;
96;þe secge , þas deadan swat . Saga me hwilc sunu wræce ærest his fæder on hys moder innoðe . Ic þe secge , þære næddran sunu , for þam ðe seo moder ofsloh ær þane fæder , and þonne ofsleað þa bearn eft þa moder . Saga me hwilc;bisceop;wære ærest on þare ealdan æ ær Cristes tokyme . Ic þe secge , Melchisedech and Aaron . Saga me hwilc bisceop wære on þære niwan æ . Ic þe secge , Petrus and Iacobus . Saga me hwilc man witegode ærest . Ic þe secge , Samuel . Saga;
97;"þurh hine ; and he sona wearð hal beorhte locigende , se ðe seðe blind wæs geboren . Hi wundrodon þa ealle , and anmodlice cwædon þæt se wære soð God þe swylce wundra worhte ; and manega þa gelyfdon þurh ða mihte on God . Taurus þa brohte þone";bisceop;"digellice , of ðæs folces gehlyde to sumum his landa , and hine þær afedde feower gear mid wistum , syx mila fram Rauenna ; and hine sohton þa cristenan , and his lare hlyston mid geleafan georne ; and ealle ða untruman þe him oft to comon wurdon gehælede";
98;"þæt he hit wolde cyðan his hlaforde , and ne dorste swa ðeah hit secgan æt fruman , ærþan ðe he beþohte þæt him ðearflic nære þæt he ðæs halgan hæse forhule his hlaforde ; sæde þa be endebyrdnysse hwæt Swyðun him bebead . Þa onscunode se Eadsige Aðelwold þone";bisceop;and ealle ða munecas þe on ðam mynstre wæron , for þære utdræfe þe he gedyde wið hi , and nolde gehyran þæs halgan bebod , þeah ðe se sanct wære gesib him for worulde . He gebeah swa þeah binnan twam gearum to þam ylcan mynstre and munuc wearð;
99;þæt ænig man gesawe swylce wundra ahwær . Þa awæcnode se wer of þam wynsuman slæpe , and swyðe besargode þæt he geseon ne moste ne nan læncg brucan þæs beorhtan leohtes , þe he mid Swiðune hæfde ða gesewen . He aras swaðeah and swiðe hraðe ferde to Aþelwolde;bisceope;, and him eall þis sæde . Aþelwold þa asende sona to þam munecum of cyninges hyrede , and cwæð þæt hi sceoldon þone lofsang singan , swa swa he geset hæfde , and se þe hit forsawe , sceolde hit mid fæstene seofon niht on an swarlice gebetan .;
