ID;leftContext;node;rightContext;truth
129;"swilce hwilce cyne compes , oþþe under hwilcum deman hie middangeard oferswiðden , ic geornlice awrat . Ymenbec misenlice metre . Boc epigrammatum eroico metre . Be gecynde wisana &amp; be tydum sindrie bec . Eft be tidum ane micele boc . Boc de orthographia mid stæfræwe endebyrdnesse tosceadene .";Boc;"de metrica arte , &amp; oþere to þisse geþydde be scematibus &amp; tropes boc . Be gesetenessum &amp; gemetum spræccynna , þam þæt halige gewrit se canan awriten is . Ond nu ic þe bidde , duguþa Hælend , þæt þu me milde forgife swetlice drincan þa word þines wisdomes";
130;"geornlice awrat . Ymenbec misenlice metre . Boc epigrammatum eroico metre . Be gecynde wisana &amp; be tydum sindrie bec . Eft be tidum ane micele boc . Boc de orthographia mid stæfræwe endebyrdnesse tosceadene . Boc de metrica arte , &amp; oþere to þisse geþydde be scematibus &amp; tropes";boc;". Be gesetenessum &amp; gemetum spræccynna , þam þæt halige gewrit se canan awriten is . Ond nu ic þe bidde , duguþa Hælend , þæt þu me milde forgife swetlice drincan þa word þines wisdomes , ðæt þu eac fremsumlice forgife , þæt ic æt nihstan to ðe þam";singular
131;for synna wite geswigian : þonne he for swigan mægene foroft godra clypunge geswac , eornostlice mon sceal idelra worda geswican . Þeah fulfremedum leornerum for swigean hefignesse seldhwænne leaf geseald sie to sprecenne ymbe halige spræca and ymbe þære saule getimbrunge , forði hit þus awriten is on halgum;bocum;": On mænigfealdre spræce ne bið syn forbogen ; and eft is awriten : Deað and lif ys :emendation_from_ms.T on þære tungan handa . Soþlice þæm lareowe gedafenað , þæt he sprece and tæce , þam leornere gerist , þæt he swigie and gehyre . Forþi þonne gif hwæt to";plural
132;feorðan ræpse , þonne me Gloria patri singe , arisen hi mid arwyrðnesse , and singan oþre syx sealmas mid þrim antefenum and fers æfter þam , and æfterfyligan oþre feower rædinga mid feower ræpsum þære ylecan endebyrdnesse , þe we bufan cwædan , æfter þæm þry canticas of witigena;bocum;swylce se abbod gesette , and þa syn mid Alleluian begunnene . Æfter þam fers and gesealdre bletsunge fram þam abbode , syn gerædde oþre feower rædinga of þære niwan cyþnesse þære ylecan endebyrdnesse , þe we bufan cwædon . Æfter þæm glorian þæs feorþan repses beginne se abbod þæne;plural
133;næbben . Healicast and swidost mon scel þone unþeaw of mynstre wanian and mid ealle awyrtwalian , þæt nænig ne gedyrstlæce , ænig ðing to syllenne oðþe to nimine , butan þæs abbodes hæse , ne he nan ðing syndries ne age , ne nan þing eallunga , ne furðon;boc;, ne weaxbreda , ne græf , ne on eallum þingum nan ðing . Eornestlice , hwæt scel he agan on sundrum , þe furðon his agenne lichoman ne his agen mod ne sceal agan on his agenum gewealde ? Ealra neadþinga he sceal hihtan and wilnigan fram his mynstres;singular
134;"and natoðæshwon regoles stræc gehealden on heora bileouan ; and sy mildheortnes on hy acyþed , and mid heora þygene forhradian þa regolican tida . BE ÐÆRE WUCAN RÆDERE . Gebroðra gereorde æt hyra mysum ne sceal beon butan haligre rædinge . Ne nan ne gedyrstlæce , þæt he færlice";boc;"gelæcce and þær butan foresceawunge onginne to rædenne ; ac þære wucan rædere on ðone Sunnandæg mid bletsunge hit beginne . Se þonne æfter mæssan and huslgonge wilnige , þæt him fram eallum foregebeden sy , þæt God ælmihtig upahefednesse gast fram him ado , and sy þis fers him";singular
135;þonne beo seo tid æfengereordes , arisen hy sona , swa hy heora mete hæbben , and sitten on anre stowe , and ræde him mon þa raca oðþe lif þæra heahfædera , oðþe sum þing , þe hy to Gode tyhte . Ne ræde him mon nauðer ne Moyses;boc;", ne Regum , forðæm þæm unandgytfullum þæt gastlice angyt is earfoþe to understandende butan haligra manna trahtnunge . Ræde hy mon þeah oþrum tidum on cirican , þonne hit togebyrige ; gif hit þonne fæstendagas beon , þonne ymbe lytel þæs þe æfen gesungen sy , gangan hy eft";singular
136;bufan cwedenan rædingæ . Samnige eal geferræden ealgeferræden to þære rædincge , sy heom swylc hyrsumnes betæht , swylc him sy , hy þa forlæten and to ðære rædincge mid ofste cumen , and feower leafum oþþe fifum oðþe swa mycel , swa þæs dæges lyhtincg geþauige , of þære;boce;geræddum , ealle endemes heora nihtsang singan and ða gebedo þæs tidsanges anmode mid anbryrdnesse gefyllen . Æfter þæm nihtsange ne sy nanum alyfed , þæt he ænig word cweþe , butan hit swa limpe , þæt hwylc cuma unmyndluncga cume and se abbod for ðære neode hwilcum heora hwæt;singular
137;. Ðonne eft æfter heora nongereorde rædan hy eft heora bec , oðþe hyra sealmas singen . Þonne on lenctenfæsten ræden heora bec from ærmorgenne oð heane undern and wyrcen þæt , þæt þearf sy , oþ beo an tid ofer non . Nime heora ælc on ðam fæstendagum sume;boc;"of þære bibliothecan , and rædan þa ; sylle hie him mon onforan Lencten . Beon gesette an oðþe twegen ealde witan , þe þæt mynster geondgangen and þæs gyman , þæt þær nan broðor ymbe idelnesse and unnette spræce beo and ne beo ymbe his rædinge , þa hwile";singular
138;slyfa , gyrdel , seax , græf , nædl , sceat , weaxbreda , ðæt ælcere neode beladung sy adilegod , þæt hy þurh neode nane tale to syndrigre æhte næbben . A sceal beon fram þam abbode geornlice besceawod and behealden se cwide , þe awriten is on þære;boc;, þe is gehaten Actus Apostolorum , ðæt is , þæt æghwylcum wæs geseald , swa swa he behofode and neode hæfde . Swa eac se abbod foresceawige þa untrumnessa þara , þe for neode and þearfe gehwylces þinges behofiað , and no on hyra neode wandige for ðan yflan;singular
139;"ne sy him na ðe raþor getiþad , forþy þe he mæssepreost is . Gif he þonne þurhwunað on þisse gewilnunge , ne sy nan ðing forlæten , þæt þe regol tæce on his fandunge , ac underfo he georne ælcne regoles þeaw and tæcinge ; sy he æfter Cristes";boce;tæcincge þus geahsod : Freond , to hwy com þu ? Þæt is on andgite : com þu mid sibbe and mid soþre anbryrdnesse , þe mid ungeþwærnesse and licetunge ? Sy him geþafod , þæt he styde æfter þam abbode healde and þæt he mæssan singe , gif se;singular
140;"yldran . Gif se yldra swa forðgange , þær se gingra sit , arise se gingra mid eadmodnesse and þam yldran to setle ryme ; ne gedyrstlæce se gingra , þæt he mid þam yldran sitte , butan he hine hate , þæt simle sy gehealden , þæt on haligum";bocum;"awriten is , þæt is , þæt hi him betweoh arweorðnesse healdan and mid arweorðnesse hi gemeten . Þa cild and seo geogoð mid steore and þeawfæstnesse hyra endebyrdnessum fylien , ge on cyricean ge on beodernne ; syn hy a behealdene mid steore and mid mycelre heordrædenne , ægðer";plural
141;lifes bysene halegra fædera lara , þara gemen and gehealdsumnes gelæt mannan to fulþungenre fulfremednesse . La , hwylc tramet is , oþþe hwylc spræc þæs godcundan lareoudomes , aþer oðþe þære ealdan cyðnesse oþþe þære niwan , þæt ne sy seo rihteste bysen uran menniscan lifes ? Oþþe hwylc;boc;is þara halgan fædera and rihtgelyfedra , þæt þæt ne clypige and swege , þæt we mid rihtum færelde cuman scylan to urum scyppende ? Eac swylce þara haligra fædera and þa gesettan lif hira drohtnunge and se regul ures halgan fæder Basilii , hwæt is hit elles butan getimbrunga;singular
142;"mæron symbeldæg Drihtnes upstiges foran to þyssum ondweardan dæge . Weorþian we nu todæg þone tocyme þæs Halgan Gastes , se wæs of heofenum onsended , &amp; þæm apostolum to frofre gehaten for þære miclan langunga Drihtnes framfundunga , &amp; to wedde þæs heofonlican eþles , swa we on Godes";bocum;leornodan , þæt Drihten sylfa to his gingrum cwæde , ærþon þe he on heofenas astige , þonon he næfre won wæs þurh his godcundnesse miht . Ac se heaþrym þæs Godes hades þæm englicum weorodum simle ondweard wæs , þeah þe he þrage mid us wunode , swa he;plural
143;"mine , þæt we swiþe geornfullice &amp; eaþmodlice us geþydon on þysne andweardan dæg to urum reliquium &amp; to urum halgum gebedum ; forþon þe we witon þæt se dæg wæs fruma þyses lænan leohtes , &amp; he biþ fruma þæs ecan æfterfylgendan . Lucas se godspellere cwæþ on þæm";bocum;þe nemned is Actus Apostolorum be þyses dæges weorþunga , he cwæþ , Mid þon dæge wæs gefylled se dæg þe is nemned Pentecosten ymb fiftig nihta æfter þære gecyþdan æriste , þa wæron ealle þa apostolas wunigende on anre stowe . Þa wæs geworden to him sweg , se;plural
144;"alefed edhwyrft to þæm ecean life , &amp; heofena rice to gesittenne mid eallum halgum &amp; mid Drihtne sylfum , þæm Drihtne sy lof &amp; wuldor on worlda world , a buton ende , on ecnesse . AMEN . Men ða leofestan , gehyraþ nu hwæt her segþ on þissum";bocum;"be þære halgan fæmnan Sancta Marian , hu be hire on þas tid geworden wæs . Heo wæs wæccende dæges &amp; nihtes &amp; hie gebiddende æfter Drihtnes upstige . Þa com hire to Drihtnes engel &amp; he wæs cweþende , Aris þu Maria &amp; onfoh þissum palmtwige þe ic þe";plural
145;"God Fæder &amp; on Marian , forþon heo bær Hælendne Crist . &amp; þa se ealderman þara sacerda bletsode Marian mid his tungan Ebreiscre stefne þurh wuldor . &amp; heora nænig þa bære þa hwile ne ahof . &amp; þa æfter fyrstmearce þa bletsode he eft Marian lichoman on Moyses";boca;"gewitnesse , &amp; þurh swiðe manigfealde gewreotu . Ond of eallum þæm he wæs cweþende þæt Maria wære þæs lifgendan Godes templ . Þa wæron þa apostolas swiþe wundrigende fram him &amp; wæron cweþende to him , hwonon him þa wundorlican gereordo coman . Þa cwæþ Petrus to him ,";plural
146;"Ac utan we biddan þa fæmnan Sancta Marian þæt heo us sy milde þingere wið urne Drihten Hælendne Crist ondweardes rædes &amp; eces wuldres , to þæm us gefultumige ure Drihten , Amen . Sancte Iohannes Baptista Spel . MEN þa leofestan , her us manaþ &amp; mynegaþ on þissum";bocum;"&amp; on þissum halgum gewrite , be þisse halgan tide weorþunga þe we nu todæg mærsian sceolan &amp; weorþian , þonne is þæt seo foremære gebyrd Sancte Iohannes þæs fulwihtweres . Be þyssum we þonne witon magon &amp; ongyton he swiþe us is þes dæg to mærsienne &amp; to weorþienne";plural
147;"ic eow secge , swa lange swa ge ðis dydon ðara anum ðe on me gelyfdon , ðeah hit se læsta wære &amp; se heanosta , þæt wæs swa swa ge hit me sylfum dydon . Hwæt sceal ic ðonne ma secgean fram Sancte Iohanne , cwæð se ðe þas";boc;"worhte , buton þæt he ær eode beforan Criste , ærðæm þe he beforan him sylfan gangan mihte . &amp; ðæs fæder &amp; ðære modor &amp; ðæs suna heortan se ilca Halga Gast mid his gifum gefylde , ðæm is simle wuldor &amp; weorðung on ealra worlda world , a";singular
148;"Sepontus . Þonne syndon from þære burge weallum twelf mila ametene up to þæm hean cnolle , þe ic ær big sægde , þæs hean engles ciricean ; &amp; heo mid gefean &amp; mid blisse growende standeþ . Ðas circean heo þonne þus æteowde &amp; gecyþde æt fruman seo ilce";boc;"seo on þære ciricean funden wæs &amp; gemeted . Segeþ þæron þæt sum rice man &amp; for worlde æhtspedig wære on þære burh þæs nama wæs Garganus . Se welega man þæm munte gesette þone ilcan naman swa swa he hatte . Se man ahte mycelne welan ; mid þy";singular
149;"on domesdæg , &amp; hateþ þa eorþan eft agifan þæt heo ær onfeng . &amp; bið þonne undeaþlic , þeah he ær deaþlic wære þa heo hine onfeng , &amp; sceal þeah beon gelic his geearnungum . Gehyron we nu , men þa leofestan , hwæt awriten is on Godes";bocum;", þæt se mon se þe god onginneþ &amp; þonne ablinneþ , ne biþ he Godes leof on þæm nehstan dæge . Ac se þe god onginneþ , &amp; on þon þurhwunaþ oþ ende his lifes , se bið hal geworden . Forþon we habbaþ nedþearfe þæt we ongyton þa";plural
150;"næfre on ecnesse , ac he us ontyneþ heofenes þeotan , &amp; he us syleþ his wæstma genihtsumnesse . &amp; be þissum þingum eallum geþenc , þu dysega mon , hwæt yfela bebead Drihten æfre , þæt his lar nære wyrþe þæt hi mon gehyrde ? Þonne sægþ on þissum";bocum;"þæt Drihten sylf cwæde þæt þis mennissce cyn ne sceolde agimeleasian þæt hie sealdon heora wæstma fruman for Gode . &amp; gif we þæt nu ne doþ , þonne wyrce we us myccle synne on þon . &amp; us is get wyrse þæt we urne ceap teoþian , gif we";plural
151;"mycelne noman , &amp; þæt eal forheold , &amp; his Scyppend þe him þone noman forgeaf . Þonne sægde Sanctus Paulus þæt se biscop nære miltsiende wydewum , ne steopcildum , ne nanum Godes þearfan ; þa wæs him forgolden æfter his agenum gewyrhtum . &amp; her sægþ on þyssum";bocum;", þæt þæm biscopum þe her on worlde syndon , swyþe gelice gegange þæm biscope þe Paulus on þære fyrenan helle geseah , gif hi nellaþ healdan Godes æwe , swa swa him haligu gewreotu bebeodaþ . Se biscop sceal , þe wile onfon Godes mildheortnesse &amp; his synna forgifnesse";plural
152;"wop &amp; hream , &amp; weana ma þonne æniges mannes gemet sy þæt hie ariman mæge . Ne þearf he þær næfre leohtes wenan , ne þæs freondes þe hine æfre of þæs grimman deofles gewealdum alesan mæge ; for þæm gewinne þe he ær wiþ God wan &amp; Godes";boca;"lare gelyfan nolde . Forþon , men þa leofestan , us is mycel þearf to witenne þæt Iudas nu is cwylmed mid deoflum on þæm ecum witum ; forþon þe he Crist bebohte for feos lufon ; swa þonne nu mid him byrnan sceolan þa þe heora sylfra saula forhycggaþ";plural
153;"on þæm syndon , swa eac for þære ilcan wyrde gewiteþ sunne &amp; mona &amp; eal tungla leoht aspringeþ . &amp; seo rod ures Drihtnes bið aræred on þæt gewrixle þara tungla , seo nu on middangearde awergde gastas flemeþ . &amp; on þæm dæge heofon biþ befealden swa swa";boc;", &amp; on þæm dæge eorþe biþ forbærned to axan , &amp; on þæm dæge sæ adrugaþ , &amp; on þæm dæge eall heofona mægen biþ onwended &amp; onhrered ; &amp; syx dagum ær þissum dæge gelimpeþ syllice tacn æghwylce ane dæge . Þy ærestan dæge on midne dæg gelimpeþ";singular
154;"he on heora þeowdome beon mot , þonne bið he on ðam hehstan freodome . Ne onscunige ic no þæs neoþeran &amp; þæs unclænan stowe gif ic þe geradne gemete . ne me na ne lyst mid glase geworhtra waga ne heahsetla mid golde &amp; mid gimmum gerenodra , ne";boca;mid golde awritenra me swa swiðe ne lyst swa me lyst on þe rihtes willan . Ne sece ic no her þa bec , ac þæt ðæt þa bec forstent , ðæt is , þin gewit . Swiðe rihte þu seofodest þa woon wyrd ægþer ge on ðara unrihtwisra anwalda;plural
155;"Hwæt , we genog georne witon ðæt nanne mon þæs ne tweoð þæt se sie strong on his mægene þe mon gesihð þæt stronglic weorc wyrcð ; ne þonne ma , gif he hwæt bið , ne tweoð nænne mon þæt he hwæt ne sie . Her endað sio forme";boc;"Boetius &amp; onginneð sio æftere . Swa mæg eac se dreamcræft ðæt se mon bið dreamere , &amp; se læcecræft þæt he bið læce , &amp; seo racu deð þæt he bið reccere . Swa deð eac se gecynda cræft ælcum men ðæt þæt god ne mæg beon wið ðæt";singular
156;swa þu liornodest on þære bec þe Astralogium hatte , ðonne meaht þu ongetan þæt he is eal wið þone heofon to metanne swilce an lytlu price on bradum brede , oðþe rondbeag on scelde , æfter wisra monna dome . Hu ne wast þu þæt ðu leornodest on Ptolomeus;bocum;", se towrat ealles þises middangeardes gemet on anre bec ? þær þu miht on geseon þæt eall moncynn &amp; ealle netenu ne notigað nawer neah feorðan dæles þisse eorðan ðæs þe men gefaran magan , forþæm þe forþæmþe hy hit ne magon eall gebugian , sum for hæto ,";plural
157;"tobrædan geond ealle eorþan ; þæt ge næfre gedon ne magon , ne furðum nawer neah . Hwæt , þu wast hu micel Romana rice wæs on Marcuses dagum þæs heretogan ; se wæs oðre naman haten Tullius , &amp; þriddan Cicero . Hwæt , he cyðde on sumre his";boca;"ðætte þa get Romana nama ne come ofer þa muntas , þa we hatað Caucaseas , ne ða Sciððeas þe on oðre healfe þara munta bugiað furðum þære burge naman ne þæs folces ne geherdon , ac þa he com ærest to Parðum , &amp; wæs þær swiðe niwe .";plural
158;"his mod went to ðæm yflum ðe he ær forlet , &amp; hi ðonne fullfremeð , &amp; hi him þonne fullice liciað , &amp; he hi næfre forlætan ne þenceð , ðonne forlyst he eall his ærran good , buton he hit eft gebete . Her endað nu sio þridde";boc;"Boeties , &amp; onginneð sio fiorðe . ða se Wisdom ða ðis leoð swiðe lustbærlice &amp; gesceadwislice asungen hæfde , ða hæfde ic ða giet hwylchwugu gemynd on minum mode ðære unrotnesse þe ic ær hæfde , &amp; cwæð : Eala Wisdom , ðu þe eart boda &amp; forerynel ðæs";singular
159;"ge swiðost mægen ? forðæm hi wunnon æfter weorðscipe on þisse worulde , &amp; tiolodon goodes hlisan mid goodum weorcum , &amp; worhton goode bisne þæm þe æfter him wæron . Forðæm hi wuniað nu ofer ðæm tunglum on ecre eadignesse for hiora godum weorcum . Her endað sio fiorðe";boc;"Boeties , &amp; onginð sio fifte . ða se Wisdom þa þis spell areaht hæfde , þa cwæð ic : Swiðe riht is þin lar ; ac ic wolde þe nu myndgian þære mænigfealdan lare þe þu me ær gehete be þære Godes foretiohhunge . Ac ic wolde ærest witan";singular
160;. Forðy he ne meahte , ne nan mon on þone timan , þa spræce to nanum ende bringan , forðy hiora mod wæs abisgod on ðisse weorulde wilnunga . Ac ic þe secge , gif þæt soð is þæt ge secgað , þæt hit wæs unnet gebod on godcundum;bocum;"þæt God bebead þæt mon sceolde forlætan yfel &amp; don good ; &amp; eft se cwide þe he cwæð : swa mon ma swincð , swa mon maran mede onfehð . &amp; ic wundrige hwy þu hæbbe forgiten eall þæt þæt wit ær spræcon . ða cwæð ic : Hwæt";plural
161;"swa he hit þa sweotolost &amp; andgitfullicast gereccan mihte for þam mistlicum &amp; manigfealdum weoruldbisgum þe hine oft ægðer ge on mode ge on lichoman bisgodan . Ða bisgu us sint swiþe earfoþrime þe on his dagum on þa ricu becoman þe he underfangen hæfde , &amp; þeah ða þas";boc;"hæfde geleornode &amp; of Lædene to engliscum spelle gewende , &amp; geworhte hi eft to leoðe , swa swa heo nu gedon is . &amp; nu bit &amp; for Godes naman he halsað ælcne þara þe þas boc rædan lyste , þæt he for hine gebidde , &amp; him ne";singular
162;"þa ricu becoman þe he underfangen hæfde , &amp; þeah ða þas boc hæfde geleornode &amp; of Lædene to engliscum spelle gewende , &amp; geworhte hi eft to leoðe , swa swa heo nu gedon is . &amp; nu bit &amp; for Godes naman he halsað ælcne þara þe þas";boc;"rædan lyste , þæt he for hine gebidde , &amp; him ne wite gif he hit rihtlicor ongite þonne he mihte . forþam þe forþamþe ælc mon sceal be his andgites mæðe &amp; be his æmettan sprecan þæt he sprecð , &amp; don þæt þæt he deþ . Incipit prima";singular
163;compsit quattuor temporibus et bis binis elementis , sicuti formula sequens demonstrabit cernentibus . Ða Godes ælmihtiges mycelnys ealle þing wundorlice gesceapen hæfde , ealle þing he gesette on gemete and on getele and on gewihte . He geworhte twa mycle leohtfatu , swa Genesis geseð þæt ys seo forme;boc;on biblitheca . He gesceop sunnan and monan and tungla and steorran , and he gesette twegen sunnstedas , þæne ænne on XII kalendas Ianuarii and þone oðerne on XII kalendas Iulii , and he gewurðode oððe geendebyrde þa twelf monðas on twam emnihtum , þa synd gesette on XII;singular
164;:text_missing . Hyt wæs wundorlic Moyses geteldgehliwung þæt Beda se æglæca lareow mæge to gebugan and gesyttan fægere gebolstrod and us glædum mode geswutelian þa þing þe him cuðe synt . We lætað þæt se getiddusta wer her sitte , nu we his gewritu smeagað . He cwæð on þære;boc;þe he gesette be gerimcræfte , and hig De temporibus genemde , þus : Constat enim quia diminutio illa atque ablatio diei unius quę quomodo agitur , per denos atque nouenos annos conficitur , hora per annos singulos et uno puncto et nona decima parte unius puncti augetur . Dies;singular
165;on leasre gewitnesse , ne þeofa gewita beon . And we lærað þæt preost bisæce ordol æfre ne geæðe . And we lærað þæt preost wið þegn ne ladige buton þegnes foraðe . And we lærað þæt preost ne beo hunta ne hafecere ne tæflere , ac plegge on his;bocum;swa his hade gebirað . And we lærað þæt ælc preost scrife and dædbote tæce þam þe him andette , and eac to bote filste , and seoce men huslige þonne heom þearf si and hi eac smerige gif hi þæs girnan , and æfter forðsiðe georne behweorfe , and;plural
166;on leasre gewitnesse , ne þeofa gewita beo . And riht is þæt preost bisæce ordol æfre ne geæþe . And riht is þæt preost wið þegen ne ladige butan þegenes foraþe . And riht is þæt preost ne beo hunta ne hafecere ne tæflere , ac plege on his;bocum;swa his hade gebyrað . Se canon segð gyf hwylc gehadod man on huntaþ fare , gyf hit bið clerec forga xii monað flæsc , diacon twa gear , mæssepreost þreo , bisceop vii . And gyf hwylc bisceop oððe mæssepreost oððe ænig gehadod man hine sylfne rædlice oferdrince ,;plural
167;and ne geþafige ænig unnytt æt þam lice , ac hit mid Godes ege wislice bebyrge . And riht is þæt ænig preost ne lufige wifmanna neawiste ealles to swiþe , ac lufige his rihtæwe , þæt is his cyrice . And riht is gif weofodþen his agen lif be;boca;tæcincge rihtlice fadige , þonne sy he fulles þegnscipes wyrþe ge on life ge on legere . Gyf he his lif misfadige , wanige his wyrðscipe be ðam þe seo dæd sy . Wite , gif he wylle , ne gebyrað him naðor ne to wife ne to woruldwige ,;plural
168;"þu forlætst me nu mid sybbe of þysum life æfter þinum worde : for ðon þe mine eagan gesawon þinne halwendan : þone þu gearcodest ætforan ansyne ealles folces : leoht to onwrigenysse þeoda . &amp; wuldor þinum folce Israhel . Hit is awriten on cristesbec &amp; gehwær on oðrum";bocum;"þæt fela wytegan . &amp; ryhtwise men : woldon geseon . Cristes tocyme : ac hit næs na him getiðod : ac wæs getiðod þysum ealdan men : for ðam þe hit is be him awriten þæt he cwæde dæghwomlice on his gebedum . Eala : hwænne cymð se hælend";plural
169;": &amp; gebroht to þisum life . þe is wiðmeten cwearterne . Nu synt we ute belocene fram ðam heofonlican leohte : &amp; we ne magon on ðisum life þæs ecan leohtes brucan . Ne we his na mare ne cunnon buton swa micel swa we þurh Cristes lare on";bocum;"rædað . Þeos woruld þeah ðe heo myrige hwiltidum geþuht sy : nis heo hwæðre þe gelicre þære ecan worulde : þe is sum cweartern leohtum dæge . Eal mancyn wæs . swa we ær cwædon . ablend . mid geleafleaste &amp; gedwylde : Ac þurh Cristes tocyme we wurdon";plural
170;leofað na se mann . be hlafe anum : ac leofað be ðam wordum þe gað of Godes muðe . Swa swa þæs mannes lichama leofað be hlafe : swa sceal his sawul lybban be Godes wordum : þæt is be Godes lare . þe he þurh wisum mannum on;bocum;"gesette . Gif se lichama næfð mete . oððe ne mæg mete þicgean . þonne forweornað he &amp; adeadað : swa eac seo sawul gif heo næfð þa halgan lare : Heo bið þonne weornigende . &amp; mægenleas . Þurh þa halgan lare . heo bið strang &amp; onbryrd to";plural
171;he þurh Cristes þrowunge forlet mancynn of his anwealde . He cwæð . þas ðincg ic forgife ðe : him ðuhte þæt he ahte ealne middaneard . for ðon þe him ne wiðstod nan man ær ðan ðe Crist com : þe hyne gewylde . Hit is awriten on halgum;bocum;". Eorðe . &amp; eal hyre gefyllednyss . &amp; eal imbhwyrft . &amp; þa ðincg þe on þam wuniað . ealle hit sindon Godes æhta . &amp; na diofles . Þeahhwæðere Crist cwæð on his godspelle be ðam deofle : þæt he wære middaneardes ealdor : &amp; he sceolde beon";plural
172;"God sylf hi dihte &amp; Moyses hi awrat to steore &amp; to lare þam ealdan folce Israhel : &amp; eac us on gastlicum andgite . Þa bec wæron awritene be Criste ac þæt gastlice andgit wæs ðam folce digle oð þæt Crist sylf com to mannum . &amp; geopenade þæra";boca;"diglnysse : æfter gastlicum andgite he tobræc þa fif hlafas . &amp; sealde his leorningcnihtum . &amp; het beran þam folce : for ðan þe he tæhte him þa gastlican lare . &amp; hi ferdon geond ealne middaneard . &amp; bodedon swa swa him Crist sylf tæhte . Mid þam";plural
173;"hi ferdon geond ealne middaneard . &amp; bodedon swa swa him Crist sylf tæhte . Mid þam þe he tobræc þa hlafas þa wæron hi gemænigfealde . &amp; weoxon him on handum for ðon þe ða fif bec wurdon gastlice asmeade &amp; wise lareowas hi trahtnodon &amp; setton of ðam";bocum;"manega oðre bec : &amp; we mid þæra boca lare beoð dæghwamlice gastlice gereordode . Ða hlafas wæron berene : bere is swiðe earfoðe to gearcigenne : &amp; þeahhwæðre fet þone mann þonne he gearo bið . Swa wæs seo ealde .æ. swiðe earfoðe &amp; digle to understandenne : ac";plural
174;"swa him Crist sylf tæhte . Mid þam þe he tobræc þa hlafas þa wæron hi gemænigfealde . &amp; weoxon him on handum for ðon þe ða fif bec wurdon gastlice asmeade &amp; wise lareowas hi trahtnodon &amp; setton of ðam bocum manega oðre bec : &amp; we mid þæra";boca;"lare beoð dæghwamlice gastlice gereordode . Ða hlafas wæron berene : bere is swiðe earfoðe to gearcigenne : &amp; þeahhwæðre fet þone mann þonne he gearo bið . Swa wæs seo ealde .æ. swiðe earfoðe &amp; digle to understandenne : ac þeahhwæðere þonne we cumað to ðam smedman . þæt";plural
175;"cumað to ðam smedman . þæt is to ðære getacnunge þonne gereordað heo ure mod &amp; gestrangað . mid ðære digelan lare . Fif hlafas þær wæron . &amp; fif ðusend manna þær wæron gereordode : for ðan ðe þæt iudeisce folc wæs underþeodd Godes .æ. þe stod on fif";bocum;"awriten . Þa ða Crist axode Philippum &amp; he his afandode swa swa we ær ræddon þa getacnode he mid þære acsunge þæs folces nytennysse . þe wæs under ðære æ . &amp; ne cuðe þæt gastlice andgit þe on ðære æ . bediglod wæs . Ða twegen fixas getacnodon";plural
176;". &amp; þæra witigena cwydas : an ðære gecydde . &amp; bodode Cristes tocyme mid sealmsange : &amp; oðer mid witegunge . Nu sind þa twa gesetnyssa þæt is sealmsang . &amp; witegung . swilce hi syflinge wæron to ðam fif berenum hlafum : þæt is to ðam fif æ.licum";bocum;". Þæt folc þe ðær gereordode . sæt uppon þam gærse . Þæt gærs getacnode flæsclice gewilnunge : Swa swa se witega cwæð : ælc flæsc is gærs &amp; þæs flæsces wuldor is swilce wyrta blostm . Nu sceal gehwa se ðe wile sittan æt Godes gereorde . &amp; brucan";plural
177;"We aweriað us sylfe gif we hi secgað eow . &amp; gif we mid weorcum eow wel bysniað . elles we beoð gehatene yfele hyrdas ðe lætað Godes scep losian ðurh gymeleaste . Be swylcum cwæþ God sylf to sumum his witegan Ezechiel gehaten . &amp; he hit sette on";bocum;". &amp; we hit magon eow secgan mid swiðlicere fyrhte . &amp; ge hit sceolon gehyran mid soðre eadmodnysse . God cwæþ to ðam witegan . Wa Israhela hyrdum þe feddon hi sylfe . &amp; ne feddon mine eowde . Ge hyrdas wæron witodlice gescrydde mid þæra sceapa wulle &amp;";plural
178;"ðe fela witan hæfð gif hi riht wyllað &amp; rædfæste beoð . &amp; se is wita geteald þe wyle rihtwisnysse . &amp; se is unwita ðe wohnysse lufað þeah ðe he for worulde wita beo geteald . for ðan ðe his snotornyss hine sylfne beswicð . Hit is awriten on";bocum;". Sapientia huius mundi . stultitia est apud deum . Þæt is þæt se woruldlica wisdom is dysignyss geteald ætforan urum Drihtne . Hi synd wise to ðam þæt hi wyrcan yfel . &amp; ne cunnon wyrcan ða godan weorc for Gode . ac seo arfæstnyss swa swa us secgað";plural
179;"se mann ne hearmige him sylfum ne oðrum . Ne bið se unscæððig þe hine sylfne fordeð . ac se ðe hine sylfne gehylt &amp; ne swicað oðrum menn . se bið unscæþþig &amp; seo unscæþðignyss is betere þonne ælmesdæda . &amp; selre þonne fæsten . furðor þonne gebeda oððe";boca;"ræding . for ðan ðe seo unscæðþignyss bið æfre orsorh &amp; Gode andfenge and his engla gefera . Wel behofiað þa læwedan menn goddra lareowa symle . for ðan ðe þa lareowas sceolon onlyhtan heora heortan mid þære halgan lare &amp; to geleafan getrymman . ac Godes mildheortnyss mot hi";plural
